user_id,TypingSpeed,DwellTime,FlightTime,ErrorRate,TotalTime,NumKeys,SentenceComplexity,Emotion
48,8.149,76.92,136.159,0.013,3.755,25,0.202,Happy
75,4.624,146.169,138.325,0.0631,17.343,93,0.415,Neutral
27,5.363,131.318,152.243,0.0219,8.634,44,0.521,Neutral
99,7.057,92.642,183.81,0.0718,17.02,109,0.39,Angry
65,4.974,131.696,167.46,0.0292,19.649,85,0.448,Neutral
25,2.813,155.844,188.309,0.0185,12.491,30,0.635,Neutral
56,4.595,78.211,157.934,0.0428,31.117,123,0.495,Neutral
107,6.712,64.432,156.526,0.0145,10.835,81,0.334,Happy
86,6.292,58.732,156.44,0.029,12.778,75,0.461,Angry
119,7.158,95.168,151.369,0.0327,6.884,49,0.288,Angry
28,5.81,125.933,167.808,0.0423,11.999,69,0.401,Neutral
24,7.672,75.249,107.367,0.1056,14.711,105,0.113,Angry
102,3.77,108.243,227.138,0.0313,33.577,108,0.852,Sad
21,6.244,122.512,142.308,0.0158,17.28,105,0.367,Happy
1,7.076,91.746,144.914,0.0341,20.168,123,0.291,Happy
84,4.78,128.814,136.536,0.0273,26.517,111,0.366,Sad
94,7.927,94.643,105.13,0.0431,9.43,66,0.203,Angry
5,6.728,87.655,185.123,0.0549,9.411,69,0.426,Angry
23,4.571,124.988,168.429,0.008,12.294,64,0.588,Calm
42,2.704,114.102,235.112,0.0435,12.251,38,0.895,Sad
68,4.861,92.325,147.866,0.0424,17.635,81,0.569,Neutral
88,5.631,119.651,132.702,0.0386,6.671,39,0.357,Angry
108,4.338,121.457,233.056,0.0145,26.72,119,0.742,Sad
29,5.605,112.12,171.705,0.0201,18.306,106,0.519,Calm
101,4.404,61.914,115.38,0.0315,7.63,30,0.428,Happy
17,4.947,111.704,155.825,0.0157,23.25,105,0.429,Sad
49,5.658,118.648,170.12,0.0329,4.129,22,0.47,Neutral
13,3.738,124.197,184.994,0.0439,7.893,25,0.547,Sad
9,4.46,128.138,161.818,0.0164,15.474,76,0.509,Neutral
88,6.435,107.417,132.043,0.0257,23.784,136,0.369,Neutral
60,3.97,112.012,139.777,0.0036,15.656,63,0.528,Sad
92,5.307,76.127,158.714,0.0076,20.217,96,0.427,Calm
70,4.263,105.359,136.848,0.0168,12.225,57,0.594,Sad
26,5.019,78.09,144.263,0.0022,16.06,75,0.409,Calm
13,5.613,73.006,181.928,0.0298,3.867,23,0.506,Neutral
66,6.237,86.019,105.401,0.0204,11.893,70,0.262,Happy
39,5.281,90.622,127.484,0.0288,29.324,132,0.331,Calm
33,3.955,86.747,153.403,0.0115,20.691,92,0.549,Calm
54,4.047,155.276,144.463,0.0244,31.438,128,0.471,Sad
56,5.968,84.209,120.309,0.0351,16.576,105,0.254,Happy
38,5.16,78.752,127.153,0.0073,22.48,100,0.369,Happy
88,2.581,110.189,166.33,0.0143,9.849,26,0.735,Sad
118,3.783,142.258,162.394,0.0156,16.005,61,0.627,Sad
28,5.964,121.877,179.279,0.0204,7.295,44,0.497,Calm
26,5.173,82.245,163.12,0.0203,8.539,47,0.609,Calm
23,5.405,183.93,154.42,0.0453,6.278,35,0.388,Neutral
8,3.691,129.919,222.798,0.0005,23.466,87,0.785,Sad
24,4.96,98.536,128.268,0.0396,7.108,33,0.389,Calm
26,4.576,92.023,163.575,0.0373,10.397,50,0.485,Neutral
8,6.075,74.85,136.375,0.0686,17.513,100,0.37,Angry
55,4.999,99.401,130.746,0.0271,15.1,63,0.485,Neutral
85,6.358,93.748,98.63,0.0181,19.289,102,0.205,Happy
15,5.374,70.394,125.781,0.0177,7.281,36,0.357,Happy
65,4.785,129.277,169.912,0.0101,15.67,76,0.525,Sad
42,5.231,131.012,135.673,0.0408,4.67,27,0.429,Neutral
43,3.329,137.555,168.057,0.0517,5.131,18,0.636,Sad
85,4.864,114.73,158.871,0.0249,13.294,54,0.516,Calm
21,4.978,89.443,141.621,0.0439,11.145,53,0.401,Neutral
108,7.854,90.152,176.988,0.0128,16.211,122,0.337,Happy
34,5.783,88.453,156.309,0.0657,15.413,75,0.46,Angry
89,4.386,94.833,160.286,0.0363,22.627,85,0.549,Neutral
54,3.523,124.543,196.035,0.0357,10.407,31,0.599,Sad
2,5.389,98.311,168.866,0.0321,6.693,36,0.506,Happy
17,5.342,69.047,165.156,0.0276,9.262,45,0.509,Happy
110,4.968,110.835,138.66,0.022,13.27,70,0.473,Calm
109,4.398,73.236,103.324,0.0201,17.522,64,0.349,Happy
37,7.374,81.156,143.318,0.0765,7.541,49,0.323,Angry
112,7.507,65.482,166.938,0.0336,12.641,103,0.474,Happy
81,7.947,61.411,128.867,0.0563,9.826,88,0.127,Angry
33,6.228,97.844,189.814,0.0307,11.673,77,0.55,Happy
37,4.145,108.575,151.823,0.0577,4.845,17,0.472,Neutral
38,5.877,98.191,173.396,0.0337,7.104,39,0.442,Calm
4,6.656,99.858,111.753,0.0277,6.055,36,0.241,Happy
88,6.738,83.975,156.936,0.0182,6.654,41,0.348,Happy
39,5.414,120.032,155.725,0.0177,23.262,115,0.417,Neutral
95,5.128,75.069,177.517,0.0152,9.699,47,0.572,Happy
116,7.985,136.917,171.3,0.0424,9.621,81,0.328,Angry
80,4.19,117.089,147.266,0.0316,13.292,61,0.531,Neutral
70,4.874,113.174,166.591,0.0373,25.283,103,0.479,Neutral
17,5.397,105.352,150.295,0.0389,14.779,72,0.406,Neutral
39,3.882,109.656,207.593,0.0225,13.776,55,0.772,Sad
15,5.976,110.68,149.286,0.0172,16.478,87,0.378,Calm
17,7.317,79.03,146.969,0.0243,2.442,19,0.268,Happy
29,7.118,96.387,104.526,0.0589,14.219,85,0.21,Angry
7,3.797,99.431,172.05,0.0706,37.136,120,0.574,Angry
98,3.892,136.133,165.042,0.02,22.771,81,0.582,Sad
80,5.863,101.345,170.879,0.0186,12.022,65,0.484,Happy
47,4.445,90.15,136.091,0.0624,10.63,54,0.594,Angry
90,5.609,117.647,140.576,0.0391,9.0,43,0.334,Neutral
23,9.0,91.018,115.177,0.0529,8.051,74,0.102,Angry
94,4.462,104.47,223.327,0.0394,24.097,107,0.713,Sad
13,4.873,118.047,193.097,0.0379,17.601,77,0.546,Calm
85,7.045,92.647,92.915,0.0322,12.844,78,0.099,Happy
96,6.878,99.307,114.736,0.0804,3.109,21,0.233,Angry
98,7.31,108.659,86.21,0.0784,6.422,42,0.117,Angry
59,5.005,132.158,164.445,0.0385,18.019,77,0.455,Neutral
113,5.017,93.191,146.569,0.0396,28.296,126,0.386,Neutral
62,5.532,96.752,183.696,0.0025,6.97,44,0.588,Calm
44,3.394,105.43,102.784,0.0298,8.07,30,0.432,Sad
119,4.364,143.583,193.923,0.0125,7.31,35,0.641,Sad
117,5.493,87.505,124.545,0.0102,25.053,119,0.278,Calm
77,6.993,84.239,117.53,0.0272,11.625,90,0.31,Angry
53,3.761,109.253,208.621,0.0221,15.024,59,0.784,Neutral
1,5.383,88.751,138.35,0.0136,23.529,117,0.387,Calm
55,4.763,117.839,126.484,0.0394,5.172,25,0.423,Sad
17,5.36,73.874,108.597,0.0239,4.963,28,0.278,Happy
22,5.619,70.079,163.573,0.011,15.041,86,0.476,Happy
101,5.591,89.166,113.229,0.0237,7.255,35,0.256,Happy
97,4.967,123.78,217.995,0.0276,18.397,84,0.647,Sad
81,4.995,92.24,114.964,0.0102,21.549,95,0.344,Happy
91,6.708,78.977,121.32,0.0183,19.511,118,0.248,Happy
115,4.51,108.439,188.796,0.0334,18.719,98,0.561,Sad
97,5.374,98.411,135.625,0.029,27.245,132,0.386,Calm
72,4.104,113.099,161.971,0.047,16.206,63,0.532,Neutral
115,4.093,128.63,131.022,0.0347,16.586,65,0.479,Sad
13,4.183,112.481,171.156,0.0235,25.664,93,0.574,Neutral
66,5.457,131.538,164.591,0.0049,8.412,47,0.438,Calm
33,5.575,124.595,199.761,0.0129,22.614,116,0.643,Sad
19,5.541,65.871,198.223,0.0493,4.552,23,0.627,Angry
13,2.463,142.961,136.231,0.0284,19.47,41,0.641,Neutral
70,4.541,161.714,162.484,0.0201,21.097,106,0.557,Sad
18,4.253,104.23,107.238,0.0118,3.777,15,0.457,Calm
60,5.586,120.937,148.957,0.0647,8.379,53,0.356,Angry
86,5.963,86.788,117.851,0.009,11.28,77,0.209,Neutral
57,2.553,135.728,192.366,0.0156,22.001,48,0.8,Sad
46,5.867,96.811,173.387,0.0381,21.445,127,0.458,Calm
3,5.45,113.687,118.185,0.0299,7.592,46,0.35,Neutral
102,4.509,98.642,147.735,0.0499,25.011,94,0.513,Angry
9,5.488,131.375,159.684,0.0524,7.464,34,0.498,Neutral
47,6.528,131.433,135.242,0.0565,13.117,100,0.261,Angry
80,1.848,105.896,173.861,0.0229,28.388,54,0.687,Sad
100,5.212,102.997,158.862,0.0181,4.768,22,0.499,Calm
62,6.475,117.198,86.671,0.0416,8.707,54,0.199,Angry
16,5.3,104.427,189.036,0.0532,19.608,90,0.51,Sad
77,5.463,86.344,199.64,0.0185,13.113,63,0.576,Calm
54,4.441,140.528,216.233,0.0441,16.537,79,0.594,Sad
60,5.657,100.577,80.0,0.0463,11.215,66,0.101,Angry
48,5.936,64.412,151.226,0.0476,3.477,18,0.45,Angry
32,7.01,84.223,137.113,0.065,9.008,58,0.31,Angry
56,4.134,113.292,184.714,0.0548,21.968,94,0.605,Sad
34,7.765,108.858,161.166,0.0222,13.3,98,0.256,Angry
76,5.544,58.239,108.335,0.0383,5.649,29,0.255,Happy
107,5.718,80.469,139.499,0.0241,8.002,45,0.331,Happy
30,3.616,114.965,127.366,0.0293,6.376,23,0.412,Calm
30,6.085,103.926,106.948,0.0079,12.262,75,0.177,Happy
58,6.028,106.456,145.416,0.0308,11.641,63,0.386,Calm
49,4.961,105.698,181.07,0.0375,6.911,39,0.575,Calm
53,4.472,136.899,167.831,0.0325,12.485,63,0.517,Sad
41,5.728,123.707,165.382,0.0371,12.974,87,0.402,Calm
114,4.706,93.036,128.337,0.0153,16.733,89,0.453,Neutral
92,4.998,140.507,171.77,0.0314,4.514,23,0.607,Calm
93,6.373,84.262,144.433,0.0144,5.336,32,0.381,Happy
37,5.278,137.096,174.726,0.0209,19.364,99,0.494,Neutral
7,6.46,103.88,150.505,0.0313,20.437,116,0.393,Happy
33,5.581,171.07,207.368,0.0464,14.586,91,0.641,Sad
29,6.215,88.409,146.413,0.0184,16.59,117,0.404,Happy
57,5.752,75.211,163.062,0.0056,17.169,109,0.376,Calm
104,4.431,169.108,138.298,0.0127,10.286,39,0.445,Sad
39,7.796,88.546,114.254,0.0053,10.122,74,0.202,Happy
88,5.647,105.937,116.26,0.0176,12.133,74,0.323,Calm
8,3.682,108.772,102.467,0.0295,19.964,65,0.402,Neutral
28,3.739,109.536,174.141,0.0334,19.477,72,0.591,Sad
116,4.97,140.789,199.798,0.0561,25.316,107,0.537,Sad
95,4.429,125.353,218.458,0.0154,6.851,31,0.64,Sad
62,5.562,102.24,154.05,0.0282,7.62,41,0.385,Calm
72,5.329,116.518,157.878,0.017,17.663,81,0.446,Calm
55,5.014,130.901,165.789,0.0533,24.604,122,0.452,Sad
55,7.377,86.419,173.634,0.0218,8.615,60,0.495,Happy
73,3.734,113.556,186.331,0.0307,9.409,33,0.736,Sad
16,5.717,124.417,174.993,0.0069,7.744,39,0.585,Happy
84,5.38,93.202,131.684,0.0276,18.01,100,0.439,Happy
110,3.031,102.856,152.271,0.0222,12.587,38,0.578,Neutral
101,4.357,129.968,142.268,0.0218,9.422,39,0.452,Calm
33,5.436,99.529,155.251,0.0467,5.85,28,0.471,Sad
73,5.806,78.608,129.721,0.0043,18.808,105,0.358,Angry
100,3.837,104.686,165.325,0.0211,14.847,59,0.586,Neutral
99,5.997,102.538,125.071,0.0256,5.71,38,0.276,Neutral
97,5.293,113.894,171.675,0.0389,17.819,84,0.491,Neutral
69,4.917,110.333,144.375,0.013,5.172,28,0.456,Calm
59,5.921,109.899,167.32,0.0125,16.438,81,0.407,Sad
61,6.986,111.375,137.949,0.0322,10.893,70,0.271,Angry
47,5.59,101.772,141.57,0.0285,26.646,132,0.418,Neutral
105,7.136,96.882,129.861,0.0191,11.278,80,0.219,Happy
69,4.58,58.435,134.25,0.0475,24.597,110,0.543,Angry
92,4.644,95.714,141.605,0.0362,33.821,132,0.532,Neutral
44,5.499,114.133,110.973,0.0178,19.594,109,0.396,Calm
104,5.138,101.124,135.345,0.041,5.352,30,0.38,Calm
54,5.071,97.115,171.284,0.0274,18.667,101,0.533,Neutral
33,3.61,93.407,201.986,0.0412,20.381,66,0.741,Sad
41,6.49,91.807,156.04,0.0072,13.638,86,0.275,Calm
25,3.336,96.77,187.621,0.0209,18.307,57,0.668,Sad
115,6.609,88.024,179.797,0.0131,17.585,122,0.418,Happy
87,6.307,77.621,131.348,0.0227,8.352,56,0.328,Calm
115,6.875,111.637,161.855,0.0241,6.934,55,0.418,Neutral
120,5.356,91.172,158.212,0.0103,25.76,116,0.538,Happy
42,3.516,85.312,191.925,0.0213,27.556,99,0.644,Sad
106,5.068,122.711,131.854,0.0034,6.741,38,0.414,Neutral
98,8.017,84.794,170.444,0.0309,4.934,42,0.388,Angry
43,6.809,104.29,164.356,0.0364,13.185,90,0.347,Angry
116,5.564,91.12,114.352,0.001,15.012,87,0.267,Happy
106,6.331,77.175,132.026,0.014,7.323,51,0.367,Happy
106,4.025,104.245,162.278,0.0279,22.607,95,0.531,Calm
25,6.379,70.82,96.799,0.0375,6.428,47,0.268,Angry
2,6.036,107.509,158.705,0.0216,9.278,52,0.461,Happy
86,7.157,110.704,128.131,0.0064,8.335,61,0.221,Angry
99,3.904,107.125,129.148,0.0226,25.766,90,0.414,Calm
69,6.342,114.009,161.709,0.0022,21.828,129,0.298,Calm
106,6.013,127.483,146.586,0.0132,15.465,85,0.307,Happy
25,7.157,77.52,120.66,0.0105,7.019,54,0.293,Happy
37,4.934,121.417,126.481,0.0398,21.334,108,0.411,Neutral
32,5.998,83.104,142.65,0.0462,20.363,118,0.474,Angry
78,7.357,121.673,149.143,0.0221,18.051,129,0.334,Happy
85,4.779,104.783,140.308,0.0287,17.965,93,0.422,Neutral
4,5.322,87.975,98.571,0.0105,27.556,126,0.352,Calm
116,5.691,79.08,141.855,0.0322,7.029,38,0.361,Happy
61,6.539,88.438,190.464,0.0476,20.3,124,0.485,Angry
108,6.756,84.308,136.101,0.0692,10.895,75,0.254,Angry
79,7.684,67.471,153.6,0.0538,11.773,82,0.302,Angry
20,4.316,112.228,161.886,0.0294,29.576,113,0.604,Sad
7,6.209,105.727,124.403,0.0229,11.978,82,0.342,Happy
120,6.649,129.014,163.226,0.0315,8.107,49,0.439,Calm
46,4.431,133.88,136.349,0.001,17.361,77,0.4,Calm
16,5.555,82.585,106.628,0.0355,11.945,71,0.287,Happy
108,3.706,106.055,191.052,0.0373,7.795,29,0.658,Sad
103,3.08,119.808,171.301,0.0453,28.719,74,0.629,Sad
52,5.326,106.49,121.206,0.0061,23.24,120,0.371,Happy
58,7.635,78.051,188.685,0.0386,15.787,108,0.392,Angry
45,6.173,77.307,156.347,0.0156,6.355,45,0.367,Happy
14,3.837,122.072,150.866,0.0324,31.801,127,0.506,Sad
115,4.733,81.032,101.016,0.0187,21.515,85,0.3,Calm
17,6.536,92.267,148.29,0.0181,23.189,133,0.39,Happy
47,3.128,131.048,189.975,0.0562,34.297,90,0.594,Sad
25,3.864,128.843,237.257,0.0183,16.81,54,0.798,Sad
62,4.489,125.764,150.184,0.0155,11.294,44,0.5,Neutral
41,5.066,66.244,157.911,0.0292,8.96,49,0.432,Calm
86,3.277,113.433,105.194,0.03,35.266,99,0.46,Neutral
8,5.867,101.993,156.261,0.0219,19.406,116,0.442,Calm
53,4.086,85.333,102.104,0.0287,15.341,53,0.371,Sad
37,4.478,92.562,138.58,0.0163,21.719,95,0.453,Happy
102,5.688,109.222,171.627,0.0089,13.807,66,0.472,Calm
21,5.81,107.413,145.62,0.0223,9.717,56,0.371,Calm
58,4.825,123.213,170.374,0.015,6.192,31,0.503,Calm
117,4.234,136.807,160.309,0.0255,27.523,98,0.575,Sad
92,4.339,126.726,190.019,0.027,25.376,116,0.555,Sad
11,3.782,131.183,150.749,0.0284,35.033,111,0.52,Sad
3,4.696,109.614,178.834,0.0039,26.361,132,0.531,Calm
22,6.605,64.339,116.089,0.0101,18.352,111,0.276,Happy
73,5.919,99.547,170.224,0.032,7.324,47,0.425,Calm
93,5.595,83.87,182.458,0.0337,23.847,117,0.442,Neutral
10,5.984,91.266,174.314,0.0343,2.563,15,0.498,Neutral
73,8.618,96.025,138.233,0.0356,11.913,106,0.137,Angry
109,7.371,109.385,98.033,0.0293,15.785,102,0.18,Happy
48,4.737,118.29,128.767,0.0187,12.858,69,0.438,Calm
105,5.053,86.936,144.201,0.0302,25.244,112,0.411,Calm
94,6.819,99.901,126.298,0.0176,6.967,52,0.245,Happy
93,5.951,89.393,158.677,0.0091,15.705,78,0.483,Calm
59,4.797,106.177,153.477,0.0247,12.891,69,0.501,Happy
7,5.675,111.259,179.379,0.016,4.261,20,0.497,Calm
41,4.839,118.687,199.19,0.0446,23.691,104,0.68,Neutral
31,5.116,99.552,154.188,0.0151,21.009,101,0.477,Calm
65,6.445,101.611,130.686,0.068,16.316,97,0.383,Angry
40,5.011,103.1,160.31,0.0286,7.029,30,0.439,Neutral
7,3.942,118.024,140.641,0.0457,15.354,52,0.507,Sad
49,8.003,107.672,139.793,0.0592,6.333,42,0.149,Angry
76,5.028,107.118,150.666,0.0107,16.524,76,0.458,Calm
83,6.945,74.958,144.042,0.0013,7.585,46,0.334,Happy
106,4.355,119.786,176.794,0.0189,8.727,35,0.611,Calm
104,4.303,114.784,183.655,0.0225,14.067,70,0.621,Sad
105,6.686,97.623,127.494,0.0599,16.058,104,0.283,Angry
88,4.793,145.629,179.946,0.0097,16.81,85,0.57,Calm
65,4.594,110.884,164.25,0.0264,9.516,46,0.525,Sad
71,4.583,100.974,143.098,0.0267,15.416,68,0.487,Calm
30,6.058,125.241,149.019,0.027,22.184,122,0.324,Calm
12,7.143,95.088,140.121,0.0584,6.513,46,0.38,Angry
99,4.369,106.087,174.107,0.0288,29.66,116,0.604,Calm
36,4.971,128.469,137.767,0.0159,16.39,73,0.462,Happy
60,7.04,86.038,132.734,0.0478,13.941,82,0.303,Angry
93,3.407,133.709,168.632,0.0362,17.185,50,0.655,Sad
6,6.528,81.998,163.205,0.0223,4.585,27,0.306,Angry
62,6.804,134.983,164.346,0.0218,4.316,29,0.364,Happy
14,4.414,151.01,142.722,0.0187,4.561,23,0.521,Neutral
103,3.943,127.083,187.069,0.0161,20.351,74,0.616,Sad
104,4.195,119.872,170.519,0.0374,29.173,131,0.632,Calm
104,7.027,105.491,144.401,0.0246,14.977,106,0.325,Happy
101,5.673,114.006,129.552,0.0086,19.095,94,0.332,Happy
78,4.995,84.802,155.121,0.0309,6.846,36,0.425,Calm
72,7.535,89.649,149.435,0.0762,16.899,133,0.282,Angry
59,3.951,82.486,140.935,0.0341,7.335,28,0.466,Sad
81,4.38,140.557,148.93,0.0445,9.65,36,0.554,Neutral
64,5.077,131.76,136.02,0.0018,4.21,23,0.465,Sad
87,3.935,90.697,125.665,0.0391,7.625,28,0.425,Calm
28,6.157,95.403,169.952,0.0164,17.257,97,0.45,Calm
6,6.56,99.789,150.637,0.0197,15.299,87,0.372,Calm
30,7.325,58.489,137.19,0.04,18.606,120,0.385,Angry
67,5.876,101.091,180.636,0.0346,4.74,27,0.492,Calm
107,5.727,103.512,167.559,0.0204,21.64,126,0.459,Neutral
1,6.291,86.595,165.964,0.0575,14.485,102,0.433,Angry
50,7.581,97.742,80.0,0.0155,14.062,120,0.154,Happy
41,5.154,115.768,100.848,0.0004,4.895,23,0.269,Sad
76,4.554,83.454,171.337,0.0209,19.776,79,0.541,Calm
112,5.448,139.509,153.74,0.0487,19.855,120,0.456,Neutral
16,7.126,107.931,164.535,0.0732,4.998,37,0.373,Angry
80,7.814,98.747,159.22,0.0266,12.0,80,0.34,Angry
106,7.905,109.209,127.677,0.0486,14.585,114,0.153,Angry
106,7.54,73.553,100.135,0.0656,9.018,58,0.164,Angry
44,8.519,137.812,90.178,0.0644,15.426,122,0.053,Angry
84,5.711,96.388,146.431,0.0162,9.616,57,0.348,Calm
13,4.96,108.492,96.134,0.0567,18.5,92,0.354,Sad
74,5.482,91.752,192.882,0.0133,22.587,108,0.639,Neutral
67,5.476,111.44,160.892,0.015,14.036,73,0.498,Calm
65,6.407,105.664,145.152,0.0271,12.615,69,0.341,Sad
10,8.577,79.304,123.23,0.0691,8.394,79,0.172,Angry
75,5.486,88.15,128.368,0.0306,18.679,86,0.379,Happy
36,4.822,94.636,120.555,0.022,18.279,74,0.313,Calm
67,5.666,82.923,122.578,0.0312,12.618,82,0.347,Angry
12,3.685,108.424,174.965,0.0228,27.231,84,0.668,Neutral
101,4.616,147.579,189.638,0.0122,16.591,65,0.537,Sad
57,7.3,94.69,110.454,0.0247,12.427,104,0.16,Happy
106,2.395,94.775,187.845,0.041,42.969,89,0.738,Sad
20,2.773,123.521,218.91,0.0369,33.072,90,0.958,Sad
72,5.828,120.528,179.124,0.0288,13.942,72,0.455,Neutral
112,4.843,80.109,149.045,0.0051,4.793,22,0.538,Calm
79,5.974,74.682,126.107,0.0318,19.996,122,0.331,Happy
114,5.774,93.292,135.218,0.0592,6.839,38,0.412,Angry
33,7.0,83.182,129.293,0.0236,7.982,52,0.329,Calm
76,6.877,59.912,120.834,0.0787,2.701,18,0.232,Angry
25,3.6,110.751,113.722,0.0213,10.356,39,0.49,Calm
1,5.857,118.874,124.286,0.0583,2.782,17,0.233,Angry
71,4.094,112.766,130.043,0.0219,18.006,66,0.455,Sad
21,5.361,104.63,138.557,0.0004,16.152,88,0.375,Angry
98,4.937,100.449,221.117,0.0481,7.059,40,0.656,Sad
1,4.52,102.301,86.279,0.0476,22.245,92,0.234,Neutral
44,4.206,85.934,166.955,0.048,16.896,81,0.488,Neutral
104,4.974,79.573,150.264,0.0435,22.898,95,0.474,Angry
51,7.983,102.329,104.993,0.0559,7.703,58,0.058,Angry
56,6.51,126.595,134.834,0.0556,16.885,103,0.33,Angry
46,6.047,126.805,175.163,0.0185,15.925,100,0.495,Neutral
39,7.067,120.51,136.344,0.0706,4.973,33,0.232,Angry
37,4.691,142.602,171.916,0.0256,15.452,81,0.603,Sad
39,4.793,141.18,194.857,0.0237,10.784,56,0.6,Sad
110,7.172,96.93,175.075,0.0481,9.241,62,0.441,Angry
22,5.82,63.447,136.842,0.0665,7.607,41,0.437,Angry
97,5.869,91.397,159.412,0.0561,13.984,81,0.365,Angry
20,5.989,86.42,144.07,0.0209,19.568,114,0.425,Calm
35,5.01,62.539,166.409,0.0245,4.084,19,0.459,Neutral
84,6.727,77.064,163.275,0.0256,2.889,19,0.391,Happy
78,6.061,137.671,137.456,0.0553,5.517,38,0.347,Angry
29,5.316,94.98,159.999,0.0668,6.987,36,0.415,Neutral
35,6.773,104.375,174.097,0.0276,12.822,86,0.317,Calm
5,5.6,50.0,145.947,0.0245,16.809,103,0.48,Neutral
73,6.025,71.681,121.393,0.0258,8.404,49,0.331,Angry
90,5.889,100.954,167.386,0.0417,6.186,42,0.477,Neutral
30,4.992,127.271,180.025,0.0168,9.373,51,0.737,Neutral
24,5.529,141.585,147.099,0.0051,5.992,35,0.384,Neutral
48,3.569,117.825,127.071,0.01,19.919,80,0.516,Sad
51,5.319,91.854,173.845,0.0335,12.776,74,0.404,Sad
14,3.348,130.212,150.624,0.0175,35.169,103,0.631,Sad
79,6.422,105.817,140.117,0.0314,2.749,16,0.403,Happy
32,4.519,69.76,152.14,0.0166,10.956,57,0.432,Happy
55,5.085,80.542,121.835,0.0024,20.894,111,0.271,Happy
36,3.082,87.405,199.872,0.0208,18.325,56,0.76,Sad
65,4.315,84.336,143.494,0.0438,13.028,64,0.53,Neutral
96,7.888,76.313,150.193,0.0963,12.246,101,0.269,Angry
98,7.089,92.952,165.777,0.0191,4.947,31,0.354,Angry
97,5.995,111.874,129.881,0.0239,20.457,104,0.331,Happy
93,4.263,120.176,192.252,0.0154,14.073,50,0.682,Sad
24,6.149,73.359,122.008,0.0293,7.849,44,0.374,Happy
20,5.804,116.782,226.095,0.0352,15.208,74,0.552,Sad
27,3.793,151.159,233.63,0.0317,26.435,106,0.767,Sad
116,6.33,85.723,143.301,0.0234,18.836,106,0.371,Happy
75,6.223,69.173,164.18,0.0516,13.002,76,0.416,Angry
3,4.505,108.788,149.002,0.0145,31.908,128,0.56,Neutral
1,6.047,99.992,122.658,0.0299,8.313,48,0.309,Neutral
49,4.975,112.227,156.224,0.0248,16.274,85,0.462,Neutral
102,6.034,85.808,123.495,0.082,6.725,41,0.264,Angry
16,5.646,115.585,143.645,0.0015,20.777,129,0.446,Calm
52,4.398,141.032,163.778,0.0118,26.464,100,0.52,Sad
46,4.965,126.141,149.428,0.0214,20.175,99,0.437,Sad
64,5.823,83.435,126.346,0.0257,11.994,65,0.303,Happy
35,6.652,97.503,131.418,0.0076,9.225,66,0.26,Happy
13,5.319,79.459,137.589,0.0694,6.917,35,0.424,Angry
48,7.255,79.93,127.489,0.047,9.663,61,0.222,Angry
66,4.921,102.846,115.476,0.0063,16.704,88,0.304,Calm
102,8.22,83.653,184.285,0.0307,6.41,47,0.35,Angry
19,6.39,116.375,142.145,0.0129,5.348,34,0.323,Neutral
113,6.039,119.083,137.061,0.0031,16.753,115,0.294,Calm
24,4.632,120.383,129.43,0.0096,23.842,123,0.384,Sad
18,2.93,143.419,234.829,0.0478,10.558,27,0.793,Sad
103,6.837,78.509,176.946,0.0746,18.741,112,0.394,Angry
49,4.126,138.72,235.938,0.0217,33.33,123,0.773,Sad
35,6.309,79.427,148.489,0.0295,8.632,58,0.314,Angry
69,6.068,95.463,87.457,0.061,11.45,59,0.218,Angry
21,6.061,53.95,147.829,0.0065,7.201,38,0.35,Happy
107,4.801,92.337,136.443,0.0367,19.245,86,0.434,Neutral
52,5.119,82.73,152.08,0.0739,15.591,70,0.39,Angry
69,5.435,85.425,93.515,0.0386,9.617,51,0.221,Happy
93,6.385,108.889,134.018,0.0304,10.146,71,0.362,Angry
62,8.265,73.768,98.657,0.0563,11.094,89,0.035,Angry
27,5.455,76.248,191.199,0.0282,5.186,29,0.506,Neutral
107,5.198,127.607,205.857,0.0292,23.539,126,0.528,Sad
55,7.784,117.807,147.343,0.0349,18.575,122,0.24,Neutral
89,6.049,72.344,128.034,0.0138,16.274,91,0.295,Calm
32,4.856,116.899,185.106,0.0178,16.568,90,0.634,Calm
26,6.745,93.461,111.585,0.0579,13.469,92,0.31,Angry
21,4.885,95.69,123.988,0.0239,13.076,73,0.464,Happy
107,4.755,126.082,135.002,0.0232,11.71,57,0.412,Calm
68,4.433,57.646,143.86,0.0253,22.133,109,0.554,Neutral
97,7.7,96.848,127.815,0.0836,2.204,16,0.236,Angry
44,5.252,106.907,245.726,0.0104,14.68,87,0.758,Sad
25,6.918,80.904,154.419,0.046,13.979,83,0.357,Angry
99,6.632,110.652,136.376,0.027,11.037,68,0.346,Happy
100,6.43,115.125,147.021,0.0229,18.458,105,0.458,Happy
77,4.773,101.242,126.652,0.0261,18.045,88,0.394,Neutral
74,6.603,67.849,108.735,0.0209,18.233,113,0.278,Happy
37,6.396,112.219,142.354,0.0097,9.003,50,0.429,Neutral
88,4.007,110.02,163.605,0.0396,18.147,71,0.613,Sad
90,6.183,89.797,221.935,0.0423,6.642,43,0.608,Sad
44,3.187,124.36,212.156,0.0268,20.057,57,0.756,Neutral
55,6.061,98.834,108.377,0.0289,20.121,104,0.351,Happy
20,6.411,89.294,119.977,0.0335,8.901,53,0.188,Happy
114,6.287,101.422,142.07,0.0203,18.039,96,0.326,Neutral
